2.744958801269531250e+02 2.741920166015625000e+02 2.736564025878906250e+02 2.731047668457031250e+02 2.726987915039062500e+02 2.724379882812500000e+02 2.722843322753906250e+02 2.722029724121093750e+02 2.721652221679687500e+02 2.721518554687500000e+02 2.721515502929687500e+02 2.721576843261718750e+02 2.721669921875000000e+02 2.721767578125000000e+02 2.721866149902343750e+02 2.721971740722656250e+02 2.722075195312500000e+02 2.722176513671875000e+02 2.722274780273437500e+02 2.722376403808593750e+02 2.722471923828125000e+02 2.722565002441406250e+02 2.722663879394531250e+02 2.722768554687500000e+02 2.722884216308593750e+02 2.723023986816406250e+02 2.723164367675781250e+02 2.723289794921875000e+02 2.723383789062500000e+02 2.723418884277343750e+02 2.723381042480468750e+02 2.723269348144531250e+02 2.723097534179687500e+02 2.722873840332031250e+02 2.722620544433593750e+02 2.722350769042968750e+02 2.722102966308593750e+02 2.721876525878906250e+02 2.721612243652343750e+02 2.721280212402343750e+02 2.720944213867187500e+02 2.720527954101562500e+02 2.720030517578125000e+02 2.719383239746093750e+02 2.718693847656250000e+02 2.717977600097656250e+02 2.717088012695312500e+02 2.716619873046875000e+02 2.716516113281250000e+02 2.716123046875000000e+02
2.744383239746093750e+02 2.741547546386718750e+02 2.736554870605468750e+02 2.731248168945312500e+02 2.727121887207031250e+02 2.724395751953125000e+02 2.722784423828125000e+02 2.721931457519531250e+02 2.721495361328125000e+02 2.721298217773437500e+02 2.721271667480468750e+02 2.721319580078125000e+02 2.721395874023437500e+02 2.721487426757812500e+02 2.721590881347656250e+02 2.721694030761718750e+02 2.721784362792968750e+02 2.721874694824218750e+02 2.721971435546875000e+02 2.722066650390625000e+02 2.722159423828125000e+02 2.722248229980468750e+02 2.722335205078125000e+02 2.722431335449218750e+02 2.722547912597656250e+02 2.722690429687500000e+02 2.722850952148437500e+02 2.723011169433593750e+02 2.723135375976562500e+02 2.723199462890625000e+02 2.723186645507812500e+02 2.723110656738281250e+02 2.722959289550781250e+02 2.722744750976562500e+02 2.722490844726562500e+02 2.722237854003906250e+02 2.722013854980468750e+02 2.721807861328125000e+02 2.721543273925781250e+02 2.721207275390625000e+02 2.720864562988281250e+02 2.720464172363281250e+02 2.719945373535156250e+02 2.719286193847656250e+02 2.718612060546875000e+02 2.717908630371093750e+02 2.717004699707031250e+02 2.716561889648437500e+02 2.716463623046875000e+02 2.716134643554687500e+02
2.738693847656250000e+02 2.736918029785156250e+02 2.733398742675781250e+02 2.729165039062500000e+02 2.725917663574218750e+02 2.723789672851562500e+02 2.722479858398437500e+02 2.721719970703125000e+02 2.721352844238281250e+02 2.721217956542968750e+02 2.721214904785156250e+02 2.721275024414062500e+02 2.721363525390625000e+02 2.721472473144531250e+02 2.721570129394531250e+02 2.721660461425781250e+02 2.721755371093750000e+02 2.721850891113281250e+02 2.721938476562500000e+02 2.722024230957031250e+02 2.722106018066406250e+02 2.722188720703125000e+02 2.722270202636718750e+02 2.722359619140625000e+02 2.722464599609375000e+02 2.722591857910156250e+02 2.722736816406250000e+02 2.722889709472656250e+02 2.723016357421875000e+02 2.723095397949218750e+02 2.723110046386718750e+02 2.723057861328125000e+02 2.722928161621093750e+02 2.722731018066406250e+02 2.722496948242187500e+02 2.722258605957031250e+02 2.722043762207031250e+02 2.721825256347656250e+02 2.721544189453125000e+02 2.721218261718750000e+02 2.720848388671875000e+02 2.720434875488281250e+02 2.719890441894531250e+02 2.719215393066406250e+02 2.718544921875000000e+02 2.717864990234375000e+02 2.716950988769531250e+02 2.716527099609375000e+02 2.716442565917968750e+02 2.716141357421875000e+02
2.736533203125000000e+02 2.734556274414062500e+02 2.730880432128906250e+02 2.726998596191406250e+02 2.724185791015625000e+02 2.722389526367187500e+02 2.721381225585937500e+02 2.720893859863281250e+02 2.720739440917968750e+02 2.720757141113281250e+02 2.720853881835937500e+02 2.720973815917968750e+02 2.721104125976562500e+02 2.721228332519531250e+02 2.721341247558593750e+02 2.721453247070312500e+02 2.721559448242187500e+02 2.721659851074218750e+02 2.721753234863281250e+02 2.721843872070312500e+02 2.721937255859375000e+02 2.722018432617187500e+02 2.722094421386718750e+02 2.722178649902343750e+02 2.722273864746093750e+02 2.722395019531250000e+02 2.722528686523437500e+02 2.722666015625000000e+02 2.722792358398437500e+02 2.722884216308593750e+02 2.722939453125000000e+02 2.722926940917968750e+02 2.722825317382812500e+02 2.722652282714843750e+02 2.722441406250000000e+02 2.722224731445312500e+02 2.722018127441406250e+02 2.721799316406250000e+02 2.721517639160156250e+02 2.721183776855468750e+02 2.720820922851562500e+02 2.720382690429687500e+02 2.719830627441406250e+02 2.719153747558593750e+02 2.718472595214843750e+02 2.717788391113281250e+02 2.716919860839843750e+02 2.716553344726562500e+02 2.716459960937500000e+02 2.716150512695312500e+02
2.735928649902343750e+02 2.733649902343750000e+02 2.730278320312500000e+02 2.726601257324218750e+02 2.723695983886718750e+02 2.721856689453125000e+02 2.720858154296875000e+02 2.720447692871093750e+02 2.720382080078125000e+02 2.720474853515625000e+02 2.720636291503906250e+02 2.720795593261718750e+02 2.720958251953125000e+02 2.721123352050781250e+02 2.721271667480468750e+02 2.721405639648437500e+02 2.721532897949218750e+02 2.721653442382812500e+02 2.721758728027343750e+02 2.721845397949218750e+02 2.721932067871093750e+02 2.722016906738281250e+02 2.722094116210937500e+02 2.722169189453125000e+02 2.722251586914062500e+02 2.722344970703125000e+02 2.722449645996093750e+02 2.722557678222656250e+02 2.722647705078125000e+02 2.722707519531250000e+02 2.722747497558593750e+02 2.722717285156250000e+02 2.722613830566406250e+02 2.722466735839843750e+02 2.722290954589843750e+02 2.722088623046875000e+02 2.721886901855468750e+02 2.721673278808593750e+02 2.721382446289062500e+02 2.721054077148437500e+02 2.720683288574218750e+02 2.720246276855468750e+02 2.719710693359375000e+02 2.719063110351562500e+02 2.718402709960937500e+02 2.717767944335937500e+02 2.717043457031250000e+02 2.716654052734375000e+02 2.716512145996093750e+02 2.716184387207031250e+02
2.736571350097656250e+02 2.734294433593750000e+02 2.730855102539062500e+02 2.727242736816406250e+02 2.724320678710937500e+02 2.722325439453125000e+02 2.721249694824218750e+02 2.720812072753906250e+02 2.720762634277343750e+02 2.720897827148437500e+02 2.721086425781250000e+02 2.721286010742187500e+02 2.721471252441406250e+02 2.721620178222656250e+02 2.721751708984375000e+02 2.721868896484375000e+02 2.721984252929687500e+02 2.722089843750000000e+02 2.722178649902343750e+02 2.722251586914062500e+02 2.722312316894531250e+02 2.722365417480468750e+02 2.722410888671875000e+02 2.722457885742187500e+02 2.722515563964843750e+02 2.722584838867187500e+02 2.722650756835937500e+02 2.722707519531250000e+02 2.722740173339843750e+02 2.722731933593750000e+02 2.722675476074218750e+02 2.722586669921875000e+02 2.722471923828125000e+02 2.722329101562500000e+02 2.722156372070312500e+02 2.721954650878906250e+02 2.721755371093750000e+02 2.721568908691406250e+02 2.721299743652343750e+02 2.720982360839843750e+02 2.720638427734375000e+02 2.720203247070312500e+02 2.719700927734375000e+02 2.719136047363281250e+02 2.718551635742187500e+02 2.718015136718750000e+02 2.717384643554687500e+02 2.716936035156250000e+02 2.716733093261718750e+02 2.716304016113281250e+02
2.737131958007812500e+02 2.735373229980468750e+02 2.732045593261718750e+02 2.728035583496093750e+02 2.724700622558593750e+02 2.722525024414062500e+02 2.721358947753906250e+02 2.720939941406250000e+02 2.720928344726562500e+02 2.721093444824218750e+02 2.721327514648437500e+02 2.721596984863281250e+02 2.721859741210937500e+02 2.722104797363281250e+02 2.722340393066406250e+02 2.722543334960937500e+02 2.722716674804687500e+02 2.722859191894531250e+02 2.722984313964843750e+02 2.723087463378906250e+02 2.723178405761718750e+02 2.723247680664062500e+02 2.723307495117187500e+02 2.723363037109375000e+02 2.723418579101562500e+02 2.723457641601562500e+02 2.723480529785156250e+02 2.723479919433593750e+02 2.723439941406250000e+02 2.723364562988281250e+02 2.723235778808593750e+02 2.723071594238281250e+02 2.722868347167968750e+02 2.722625427246093750e+02 2.722359924316406250e+02 2.722099304199218750e+02 2.721848144531250000e+02 2.721635742187500000e+02 2.721349182128906250e+02 2.721012268066406250e+02 2.720646667480468750e+02 2.720215759277343750e+02 2.719721984863281250e+02 2.719155578613281250e+02 2.718579101562500000e+02 2.718035888671875000e+02 2.717378234863281250e+02 2.716805725097656250e+02 2.716577148437500000e+02 2.716255493164062500e+02
2.735815734863281250e+02 2.733633728027343750e+02 2.730110168457031250e+02 2.726428222656250000e+02 2.723691711425781250e+02 2.721930541992187500e+02 2.720924072265625000e+02 2.720522460937500000e+02 2.720528869628906250e+02 2.720755615234375000e+02 2.721044921875000000e+02 2.721343383789062500e+02 2.721635131835937500e+02 2.721915588378906250e+02 2.722186889648437500e+02 2.722440795898437500e+02 2.722664489746093750e+02 2.722876281738281250e+02 2.723054504394531250e+02 2.723211364746093750e+02 2.723343200683593750e+02 2.723453979492187500e+02 2.723549499511718750e+02 2.723635253906250000e+02 2.723718872070312500e+02 2.723797607421875000e+02 2.723861694335937500e+02 2.723892822265625000e+02 2.723890686035156250e+02 2.723828735351562500e+02 2.723708496093750000e+02 2.723508605957031250e+02 2.723240966796875000e+02 2.722931823730468750e+02 2.722605285644531250e+02 2.722278442382812500e+02 2.721989746093750000e+02 2.721745300292968750e+02 2.721450195312500000e+02 2.721093750000000000e+02 2.720719299316406250e+02 2.720290527343750000e+02 2.719746398925781250e+02 2.719179382324218750e+02 2.718589172363281250e+02 2.718029479980468750e+02 2.717366638183593750e+02 2.716734008789062500e+02 2.716567382812500000e+02 2.716243286132812500e+02
2.739207153320312500e+02 2.736670227050781250e+02 2.732142333984375000e+02 2.727620239257812500e+02 2.724236450195312500e+02 2.722045593261718750e+02 2.720928344726562500e+02 2.720498962402343750e+02 2.720497131347656250e+02 2.720700988769531250e+02 2.720965270996093750e+02 2.721236877441406250e+02 2.721520385742187500e+02 2.721784362792968750e+02 2.722030334472656250e+02 2.722294616699218750e+02 2.722550048828125000e+02 2.722761230468750000e+02 2.722949523925781250e+02 2.723117980957031250e+02 2.723264770507812500e+02 2.723390197753906250e+02 2.723493041992187500e+02 2.723593444824218750e+02 2.723705444335937500e+02 2.723833923339843750e+02 2.723956298828125000e+02 2.724034423828125000e+02 2.724082641601562500e+02 2.724068298339843750e+02 2.723954467773437500e+02 2.723737182617187500e+02 2.723456726074218750e+02 2.723127441406250000e+02 2.722768554687500000e+02 2.722405090332031250e+02 2.722077026367187500e+02 2.721796264648437500e+02 2.721487426757812500e+02 2.721129455566406250e+02 2.720747070312500000e+02 2.720278320312500000e+02 2.719751586914062500e+02 2.719195556640625000e+02 2.718592529296875000e+02 2.718037414550781250e+02 2.717414245605468750e+02 2.716829528808593750e+02 2.716679687500000000e+02 2.716277465820312500e+02
2.735638122558593750e+02 2.733285522460937500e+02 2.729519042968750000e+02 2.725800170898437500e+02 2.723121337890625000e+02 2.721498718261718750e+02 2.720686340332031250e+02 2.720455627441406250e+02 2.720562133789062500e+02 2.720810852050781250e+02 2.721101989746093750e+02 2.721402587890625000e+02 2.721718444824218750e+02 2.722033081054687500e+02 2.722348022460937500e+02 2.722634582519531250e+02 2.722899780273437500e+02 2.723134765625000000e+02 2.723346252441406250e+02 2.723526611328125000e+02 2.723675231933593750e+02 2.723796386718750000e+02 2.723889160156250000e+02 2.723973999023437500e+02 2.724069519042968750e+02 2.724176635742187500e+02 2.724259948730468750e+02 2.724309387207031250e+02 2.724308166503906250e+02 2.724237976074218750e+02 2.724101867675781250e+02 2.723889770507812500e+02 2.723600769042968750e+02 2.723250732421875000e+02 2.722863769531250000e+02 2.722463684082031250e+02 2.722086791992187500e+02 2.721770019531250000e+02 2.721441955566406250e+02 2.721080627441406250e+02 2.720710144042968750e+02 2.720271301269531250e+02 2.719757995605468750e+02 2.719176025390625000e+02 2.718580322265625000e+02 2.718036193847656250e+02 2.717487792968750000e+02 2.716961975097656250e+02 2.716758728027343750e+02 2.716423034667968750e+02
