   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
    0.15677E+00    0.11699E+00    0.94532E-01    0.10171E+00    0.12848E+00    0.17025E+00
    0.22585E+00    0.28637E+00    0.35113E+00    0.45192E+00    0.50458E+00    0.53990E+00
    0.56879E+00    0.58279E+00    0.57769E+00    0.54213E+00    0.48836E+00   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35    0.35225E+00    0.45123E+00    0.56635E+00    0.71471E+00
    0.89534E+00    0.10726E+01    0.12058E+01    0.12993E+01    0.13275E+01    0.13249E+01
    0.12860E+01    0.11436E+01    0.10780E+01   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35   -0.10000E+35
