,institution_id,source_id,member_id,grid_label,zstore_siconc,version,zstore_so,version_x,zstore_thetao,version_y,xname,yname,lonname,latname,zname,type,type_ice,zstore_hfds,zstore_mlotst,zstore_sithick,zstore_tos,zstore_sos,zstore_sivol,resolution
25,EC-Earth-Consortium,EC-Earth3-Veg,r1i1p1f1,gn,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/SImon/siconc/gn/v20210419/,20210419,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Omon/so/gn/v20200919,20200919,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Omon/thetao/gn/v20200919,20200919,i,j,longitude,latitude,lev,NEMO,LIM,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Omon/hfds/gn/v20200919/,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Omon/mlotst/gn/v20210419/,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/SImon/sithick/gn/v20200919/,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Omon/tos/gn/v20210419/,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Omon/sos/gn/v20210419/,,362 x 292 
26,EC-Earth-Consortium,EC-Earth3-Veg-LR,r1i1p1f1,gn,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/piControl/r1i1p1f1/SImon/siconc/gn/v20200919/,20200919,,,,,i,j,longitude,latitude,lev,NEMO,LIM,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/piControl/r1i1p1f1/Omon/hfds/gn/v20200919/,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/piControl/r1i1p1f1/Omon/mlotst/gn/v20200919/,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/piControl/r1i1p1f1/SImon/sithick/gn/v20200919/,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/piControl/r1i1p1f1/Omon/tos/gn/v20200919/,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/piControl/r1i1p1f1/Omon/sos/gn/v20200919/,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/piControl/r1i1p1f1/SImon/sivol/gn/v20200919/,362 x 292 
27,EC-Earth-Consortium,EC-Earth3-AerChem,r1i1p1f1,gn,,,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-AerChem/piControl/r1i1p1f1/Omon/so/gn/v20200821,20200821,gs://cmip6/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-AerChem/piControl/r1i1p1f1/Omon/thetao/gn/v20200821,20200821,i,j,longitude,latitude,lev,NEMO,LIM,,,,,,,362 x 292 
28,CNRM-CERFACS,CNRM-CM6-1,r1i1p1f2,gn,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/piControl/r1i1p1f2/SImon/siconc/gn/v20180814/,20180814,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/piControl/r1i1p1f2/Omon/so/gn/v20180814/,20180814,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/piControl/r1i1p1f2/Omon/thetao/gn/v20180814/,20180814,x,y,lon,lat,lev,NEMO,GELATO,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/piControl/r1i1p1f2/Omon/hfds/gn/v20180814/,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/piControl/r1i1p1f2/Omon/mlotst/gn/v20180814/,,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/piControl/r1i1p1f2/Omon/tos/gn/v20180814/,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/piControl/r1i1p1f2/Omon/sos/gn/v20180814/,,362 x 294
29,CNRM-CERFACS,CNRM-CM6-1-HR,r1i1p1f2,gn,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/piControl/r1i1p1f2/SImon/siconc/gn/v20191021/,20191021,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/piControl/r1i1p1f2/Omon/so/gn/v20191021/,20191021,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/piControl/r1i1p1f2/Omon/thetao/gn/v20191021/,20191021,x,y,lon,lat,lev,NEMO,GELATO,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/piControl/r1i1p1f2/Omon/hfds/gn/v20191021/,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/piControl/r1i1p1f2/Omon/mlotst/gn/v20191021/,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/piControl/r1i1p1f2/SImon/sithick/gn/v20191021/,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/piControl/r1i1p1f2/Omon/tos/gn/v20191021/,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/piControl/r1i1p1f2/Omon/sos/gn/v20191021/,,1442 x 1050
30,CNRM-CERFACS,CNRM-ESM2-1,r1i1p1f2,gn,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/SImon/siconc/gn/v20181115/,20181115,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/Omon/so/gn/v20181115/,20181115,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/Omon/thetao/gn/v20181115/,20181115,x,y,lon,lat,lev,NEMO,GELATO,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/Omon/hfds/gn/v20181115/,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/Omon/mlotst/gn/v20181115/,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/SImon/sithick/gn/v20181115/,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/Omon/tos/gn/v20181115/,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/Omon/sos/gn/v20181115/,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/SImon/sivol/gn/v20181115/,362 x 294
31,MOHC,HadGEM3-GC31-LL,r1i1p1f1,gn,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/SImon/siconc/gn/v20211103,20190628,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/Omon/so/gn/v20190628/,20190628,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/Omon/thetao/gn/v20190628/,20190628,i,j,longitude,latitude,lev,NEMO,CICE,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/Omon/hfds/gn/v20190628/,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/Omon/mlotst/gn/v20211103/,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/SImon/sithick/gn/v20200330/,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/Omon/tos/gn/v20211103/,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/Omon/sos/gn/v20211103/,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/SImon/sivol/gn/v20200330/,360 x 330
32,MOHC,HadGEM3-GC31-MM,r1i1p1f1,gn,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/SImon/siconc/gn/v20191204/,20191204,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/Omon/so/gn/v20200107/,20200107,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/Omon/thetao/gn/v20200107/,20200107,i,j,longitude,latitude,lev,NEMO,CICE,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/Omon/hfds/gn/v20191204/,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/Omon/mlotst/gn/v20191204/,,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/Omon/tos/gn/v20191204/,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/Omon/sos/gn/v20191204/,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/SImon/sivol/gn/v20191204/,"1,440 x 1,205"
33,MOHC,UKESM1-0-LL,r1i1p1f2,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/SImon/siconc/gn/v20200828/,20200828,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Omon/so/gn/v20190827/,20190827,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Omon/thetao/gn/v20190827/,20190827,i,j,longitude,latitude,lev,NEMO,CICE,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Omon/hfds/gn/v20200828/,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Omon/mlotst/gn/v20200828/,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/SImon/sithick/gn/v20200828/,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Omon/tos/gn/v20200828/,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Omon/sos/gn/v20200828/,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/SImon/sivol/gn/v20200828/,360 x 330
34,MOHC,UKESM1-1-LL,r1i1p1f2,gn,,,,,,,i,j,longitude,latitude,lev,NEMO,CICE,,,,,,,360 x 330
35,IPSL,IPSL-CM5A2-INCA,r1i1p1f1,gn,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/piControl/r1i1p1f1/SImon/siconc/gn/v20210216/,20210216,,,,,x,y,nav_lon,nav_lat,deptht,NEMO,LIM,,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/piControl/r1i1p1f1/Omon/mlotst/gn/v20210216/,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/piControl/r1i1p1f1/SImon/sithick/gn/v20210216/,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/piControl/r1i1p1f1/Omon/tos/gn/v20210216/,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM5A2-INCA/piControl/r1i1p1f1/Omon/sos/gn/v20210216/,,182 x 149
36,IPSL,IPSL-CM6A-LR,r1i1p1f1,gn,,,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Omon/so/gn/v20200326/,20200326,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Omon/thetao/gn/v20200326/,20200326,x,y,nav_lon,nav_lat,olevel,NEMO,LIM,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Omon/hfds/gn/v20200326/,,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/SImon/sithick/gn/v20200326/,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Omon/tos/gn/v20200326/,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Omon/sos/gn/v20200326/,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/SImon/sivol/gn/v20200326/,362 x 332
37,IPSL,IPSL-CM6A-MR1,r1i1p1f1,gn,,,,,,,x,y,nav_lon,nav_lat,olevel,NEMO,LIM,,,,,,,362 x 332
38,NASA-GISS,GISS-E2-1-H,r1i1p1f1,gr,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-H/piControl/r1i1p1f1/SImon/siconc/gr/v20190410/,20190410,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-H/piControl/r1i1p1f1/Omon/so/gr/v20190410/,20190410,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-H/piControl/r1i1p1f1/Omon/thetao/gr/v20190410/,20190410,lon,lat,,,lev,HYCOM,GISS SI,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-H/piControl/r1i1p1f1/Omon/hfds/gn/v20190410/,,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-H/piControl/r1i1p1f1/SImon/sithick/gn/v20190410/,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-H/piControl/r1i1p1f1/Omon/tos/gn/v20190410/,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-H/piControl/r1i1p1f1/Omon/sos/gn/v20190410/,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-H/piControl/r1i1p1f1/SImon/sivol/gn/v20190410/,360 x 180
39,NASA-GISS,GISS-E2-2-H,r1i1p1f1,gr,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/piControl/r1i1p1f1/SImon/siconc/gr/v20191120/,20191120,,,,,lon,lat,,,lev,HYCOM,GISS SI,,,,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/piControl/r1i1p1f1/Omon/tos/gn/v20191120/,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-2-H/piControl/r1i1p1f1/Omon/sos/gn/v20191120/,,360 x 180
40,E3SM-Project,E3SM-1-0,r1i1p1f1,gr,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-0/piControl/r1i1p1f1/SImon/siconc/gr/v20191210/,20191210,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-0/piControl/r1i1p1f1/Omon/so/gr/v20200129/,20200129,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-0/piControl/r1i1p1f1/Omon/thetao/gr/v20200129/,20200129,lon,lat,,,lev,MPAS-Ocean,MPAS-Seaice,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-0/piControl/r1i1p1f1/Omon/hfds/gr/v20191007/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-0/piControl/r1i1p1f1/Omon/mlotst/gr/v20200129/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-0/piControl/r1i1p1f1/SImon/sithick/gr/v20190620/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-0/piControl/r1i1p1f1/Omon/tos/gr/v20200129/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-0/piControl/r1i1p1f1/Omon/sos/gr/v20191007/,,235160 cells
41,E3SM-Project,E3SM-1-1,r1i1p1f1,gr,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/SImon/siconc/gr/v20201123/,20201123,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Omon/so/gr/v20201130/,20201130,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Omon/thetao/gr/v20201130/,20201130,lon,lat,,,lev,MPAS-Ocean,MPAS-Seaice,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Omon/hfds/gr/v20201125/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Omon/mlotst/gr/v20201125/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/SImon/sithick/gr/v20201123/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Omon/tos/gr/v20201125/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Omon/sos/gr/v20201130/,,235160 cells
42,E3SM-Project,E3SM-1-1-ECA,r1i1p1f1,gr,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1-ECA/piControl/r1i1p1f1/SImon/siconc/gr/v20201202/,20201202,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1-ECA/piControl/r1i1p1f1/Omon/so/gr/v20201203/,20201203,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1-ECA/piControl/r1i1p1f1/Omon/thetao/gr/v20201203/,20201203,lon,lat,,,lev,MPAS-Ocean,MPAS-Seaice,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1-ECA/piControl/r1i1p1f1/Omon/hfds/gr/v20201203/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1-ECA/piControl/r1i1p1f1/Omon/mlotst/gr/v20201203/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1-ECA/piControl/r1i1p1f1/SImon/sithick/gr/v20201202/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1-ECA/piControl/r1i1p1f1/Omon/tos/gr/v20201203/,gs://cmip6/CMIP6/CMIP/E3SM-Project/E3SM-1-1-ECA/piControl/r1i1p1f1/Omon/sos/gr/v20201203/,,235160 cells
43,E3SM-Project,E3SM-2-0,r1i1p1f1,gr,,,,,,,lon,lat,,,lev,MPAS-Ocean,MPAS-Seaice,,,,,,,236853 cells
44,E3SM-Project,E3SM-2-0-NARRM,r1i1p1f1,gr,,,,,,,lon,lat,,,lev,MPAS-Ocean,MPAS-Seaice,,,,,,,236853 cells
45,NCC,NorCPM1,r1i1p1f1,gn,gs://cmip6/CMIP6/CMIP/NCC/NorCPM1/piControl/r1i1p1f1/SImon/siconc/gn/v20190914/,20190914,gs://cmip6/CMIP6/CMIP/NCC/NorCPM1/piControl/r1i1p1f1/Omon/so/gr/v20190914/,20190914,gs://cmip6/CMIP6/CMIP/NCC/NorCPM1/piControl/r1i1p1f1/Omon/thetao/gr/v20190914/,20190914,i,j,longitude,latitude,lev,MICOM,CICE,gs://cmip6/CMIP6/CMIP/NCC/NorCPM1/piControl/r1i1p1f1/Omon/hfds/gn/v20190914/,gs://cmip6/CMIP6/CMIP/NCC/NorCPM1/piControl/r1i1p1f1/Omon/mlotst/gn/v20190914/,gs://cmip6/CMIP6/CMIP/NCC/NorCPM1/piControl/r1i1p1f1/SImon/sithick/gn/v20190914/,gs://cmip6/CMIP6/CMIP/NCC/NorCPM1/piControl/r1i1p1f1/Omon/tos/gn/v20190914/,gs://cmip6/CMIP6/CMIP/NCC/NorCPM1/piControl/r1i1p1f1/Omon/sos/gn/v20190914/,,320 x 384
46,NCC,NorESM2-MM,r1i1p1f1,gr,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-MM/piControl/r1i1p1f1/SImon/siconc/gn/v20191108/,20191108,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-MM/piControl/r1i1p1f1/Omon/so/gr/v20191108,20191108,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-MM/piControl/r1i1p1f1/Omon/thetao/gr/v20191108,20191108,i,j,longitude,latitude,lev,MICOM,CICE,,,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-MM/piControl/r1i1p1f1/SImon/sithick/gn/v20191108/,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-MM/piControl/r1i1p1f1/Omon/tos/gn/v20191108/,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-MM/piControl/r1i1p1f1/Omon/sos/gn/v20191108/,,360 x 384
47,NCC,NorESM2-LM,r1i1p1f1,gn,,,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/piControl/r1i1p1f1/Omon/so/gr/v20210118,20210118,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/piControl/r1i1p1f1/Omon/thetao/gr/v20210118,20210118,i,j,longitude,latitude,lev,MICOM,CICE,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/piControl/r1i1p1f1/Omon/hfds/gn/v20210118/,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/piControl/r1i1p1f1/Omon/mlotst/gn/v20210118/,,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/piControl/r1i1p1f1/Omon/tos/gn/v20210118/,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/piControl/r1i1p1f1/Omon/sos/gn/v20210118/,,360 x 384
48,HAMMOZ-Consortium,MPI-ESM-1-2-HAM,r1i1p1f1,gn,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/piControl/r1i1p1f1/SImon/siconc/gn/v20200120/,20200120,,,,,i,j,longitude,latitude,lev,MPIOM,MPI,,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/piControl/r1i1p1f1/Omon/mlotst/gn/v20200120/,,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/piControl/r1i1p1f1/Omon/tos/gn/v20200120/,gs://cmip6/CMIP6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/piControl/r1i1p1f1/Omon/sos/gn/v20200120/,,256 x 220
49,MPI-M,MPI-ESM1-2-HR,r1i1p1f1,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/SImon/siconc/gn/v20190710/,20190710,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/Omon/so/gn/v20190710/,20190710,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/Omon/thetao/gn/v20190710/,20190710,i,j,longitude,latitude,lev,MPIOM,MPI,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/Omon/hfds/gn/v20190710/,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/Omon/mlotst/gn/v20190710/,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/SImon/sithick/gn/v20190710/,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/Omon/tos/gn/v20190710/,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/Omon/sos/gn/v20190710/,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/SImon/sivol/gn/v20190710/,820 x 404
50,MPI-M,MPI-ESM1-2-LR,r1i1p1f1,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/piControl/r1i1p1f1/SImon/siconc/gn/v20190710/,20190710,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/piControl/r1i1p1f1/Omon/so/gn/v20190710/,20190710,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/piControl/r1i1p1f1/Omon/thetao/gn/v20190710/,20190710,i,j,longitude,latitude,lev,MPIOM,MPI,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/piControl/r1i1p1f1/Omon/hfds/gn/v20190710/,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/piControl/r1i1p1f1/Omon/mlotst/gn/v20190710/,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/piControl/r1i1p1f1/SImon/sithick/gn/v20190710/,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/piControl/r1i1p1f1/Omon/tos/gn/v20190710/,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/piControl/r1i1p1f1/Omon/sos/gn/v20190710/,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/piControl/r1i1p1f1/SImon/sivol/gn/v20190710/,256 x 220
51,CAS,CAS-ESM2-0,r1i1p1f1,gn,,,gs://cmip6/CMIP6/CMIP/CAS/CAS-ESM2-0/piControl/r1i1p1f1/Omon/so/gn/v20200307,20200307,gs://cmip6/CMIP6/CMIP/CAS/CAS-ESM2-0/piControl/r1i1p1f1/Omon/thetao/gn/v20200307,20200307,i,j,longitude,latitude,lev,LICOM,CICE,,gs://cmip6/CMIP6/CMIP/CAS/CAS-ESM2-0/piControl/r1i1p1f1/Omon/mlotst/gn/v20201227/,,gs://cmip6/CMIP6/CMIP/CAS/CAS-ESM2-0/piControl/r1i1p1f1/Omon/tos/gn/v20210113/,gs://cmip6/CMIP6/CMIP/CAS/CAS-ESM2-0/piControl/r1i1p1f1/Omon/sos/gn/v20210113/,gs://cmip6/CMIP6/CMIP/CAS/CAS-ESM2-0/piControl/r1i1p1f1/SImon/sivol/gn/v20201225/,362 x 196
52,CAS,FGOALS-g3,r1i1p1f1,gn,,,gs://cmip6/CMIP6/CMIP/CAS/FGOALS-g3/piControl/r1i1p1f1/Omon/so/gn/v20191126/,20191126,gs://cmip6/CMIP6/CMIP/CAS/FGOALS-g3/piControl/r1i1p1f1/Omon/thetao/gn/v20191126/,20191126,i,j,longitude,latitude,lev,LICOM,CICE,gs://cmip6/CMIP6/CMIP/CAS/FGOALS-g3/piControl/r1i1p1f1/Omon/hfds/gn/v20191126/,gs://cmip6/CMIP6/CMIP/CAS/FGOALS-g3/piControl/r1i1p1f1/Omon/mlotst/gn/v20191125/,,gs://cmip6/CMIP6/CMIP/CAS/FGOALS-g3/piControl/r1i1p1f1/Omon/tos/gn/v20191126/,gs://cmip6/CMIP6/CMIP/CAS/FGOALS-g3/piControl/r1i1p1f1/Omon/sos/gn/v20191126/,,360 x 218
