name,p_criteria,p_mean,p_max,p_total,p_freq,c_mean,c_max,c_total,c_freq,t_mean55,t_mean_p,t_mean_c,s_mean55,s_mean_p,s_mean_c,ice_mean55,ice_mean_p,ice_mean_c,thick_m55,thick_mp,thick_mc,hfds_m55,hfds_mp,hfds_mc,mld_m55,mld_mp,mld_mc,tann_55,tann_p,tann_c,sann_55,sann_p,sann_c
EC-Earth3-CC,33.10501953125,0.014286931604146957,0.44736817479133606,2.434852716544,0.074,0.3814113736152649,1.5654828548431396,6.58207932416,0.972,0.13751818239688873,-1.5678762197494507,-1.2695026397705078,34.05928421020508,34.1572380065918,34.22080612182617,40.76652908325195,72.39273071289062,58.009273529052734,0.6443590521812439,0.5776986479759216,0.5814716219902039,-46.4033203125,-55.01971435546875,-54.95358657836914,194.80606079101562,343.8993225097656,328.0359802246094,2.0812783241271973,0.3700504004955292,0.7865272760391235,33.881858825683594,33.87603759765625,33.99908447265625
EC-Earth3-Veg,36.70748046875,0.018198929727077484,0.5472388863563538,2.688106627072,0.09,0.2926922142505646,1.4952472448349,5.250312306688,0.978,0.02905539982020855,-1.6338967084884644,-1.287941575050354,34.05447006225586,34.1729736328125,34.25862121582031,43.873783111572266,77.78531646728516,58.038570404052734,0.7961624264717102,0.7657764554023743,0.7297245860099792,-43.06643295288086,-45.10219192504883,-49.864784240722656,178.86940002441406,277.2784423828125,310.6348571777344,1.8897147178649902,0.09014812856912613,0.7069178819656372,33.86498260498047,33.86836242675781,34.03263854980469
EC-Earth3-Veg-LR,37.86480078125,0.01073661632835865,0.30216866731643677,2.1117861888,0.06,0.3738085925579071,1.5395053625106812,5.924669882368,0.99,-0.16039027273654938,-1.680652379989624,-1.3125052452087402,34.06337356567383,34.2126350402832,34.26985168457031,48.02894592285156,80.69017791748047,62.54315185546875,0.7438632249832153,0.6024108529090881,0.5939552783966064,-43.92631149291992,-51.382198333740234,-51.58679962158203,175.36041259765625,249.4994659423828,303.5870056152344,1.776585578918457,0.13665081560611725,0.7877369523048401,33.82746887207031,33.891910552978516,34.020572662353516
EC-Earth3-AerChem,38.77157421875,0.021944550797343254,0.7096500396728516,2.717859971072,0.096,0.3844646215438843,1.5458946228027344,6.111928778752,0.986,-0.17737416923046112,-1.6560746431350708,-1.3629542589187622,34.08143615722656,34.225032806396484,34.26708221435547,48.018802642822266,79.20511627197266,61.62309265136719,0.7752537727355957,0.6543014049530029,0.6651536822319031,-44.59645462036133,-49.00107955932617,-54.0841178894043,192.83192443847656,367.19482421875,350.7936706542969,1.5213959217071533,-0.016500283032655716,0.44237756729125977,33.87207794189453,33.918514251708984,34.0302619934082
CNRM-CM6-1,53.6132421875,0.0,0.0,0.0,0.0,0.3358021378517151,0.808500349521637,1.244155871232,0.996,-1.0182514190673828,,,33.94978332519531,,,69.3498306274414,,23.788665771484375,,,,-32.12494659423828,,-113.18456268310547,167.50608825683594,,1175.33056640625,0.26665443181991577,,,33.699806213378906,,
CNRM-CM6-1-HR,49.66104166666667,0.0007058284245431423,0.10985860973596573,0.181978431488,0.006666666666666667,0.13674817979335785,1.4743400812149048,2.72816930816,0.21333333333333335,-1.0118355751037598,-1.5023999214172363,-1.5976333618164062,33.939693450927734,34.272422790527344,34.23777770996094,68.06702423095703,84.97489929199219,83.12614440917969,0.6954742074012756,0.6228822469711304,0.48842713236808777,-36.16823959350586,-42.657615661621094,-36.32586669921875,174.4438934326172,637.57275390625,344.7010498046875,0.24177217483520508,-0.6551046967506409,-0.34511473774909973,33.7566032409668,34.06146240234375,34.06772994995117
CNRM-ESM2-1,49.398125,0.0016900430200621486,0.3880169689655304,0.593517871104,0.006,0.4241320788860321,1.0858100652694702,3.774062002176,0.99,-0.6192029714584351,,,33.942657470703125,,,60.522457122802734,97.05734252929688,67.62841033935547,0.6417633891105652,,,-37.203433990478516,-15.935522079467773,-51.76717758178711,184.32809448242188,124.97434997558594,481.13690185546875,1.0416595935821533,,,33.72858810424805,,
CMCC-CM2-SR5,51.4499296875,0.0,0.0,0.0,0.0,0.00014033271872904152,0.02110607922077179,0.055144833024,0.03,-0.9340180158615112,,,34.02791213989258,,,60.51676559448242,,86.12814331054688,1.0458571910858154,,1.1271964311599731,-45.77533721923828,,-39.63018035888672,165.34417724609375,,265.1695251464844,-0.03464120626449585,,,33.84245681762695,,
CMCC-ESM2,50.71449609375,0.0,0.0,0.0,0.0,0.00016057993343565613,0.046379704028367996,0.070894321664,0.02,-0.9423059225082397,,,34.03151321411133,,,61.056827545166016,,93.33517456054688,1.0328904390335083,,1.331496238708496,-45.5848503112793,,-30.1062068939209,164.59837341308594,,242.61773681640625,-0.0460565984249115,,,33.84678268432617,,
IPSL-CM6A-LR,50.18557421875,0.0,0.0,0.0,0.0,0.17924602329730988,1.3140957355499268,2.97535275008,0.778,-1.132271409034729,,,34.26203918457031,,,73.59527587890625,,94.00782775878906,1.545711874961853,,,-39.496131896972656,,-30.595815658569336,229.7655029296875,,646.0108032226562,0.034186962991952896,,,33.87405776977539,,
IPSL-CM6A-MR1,50.25659375,0.0,0.0,0.0,0.0,0.019058868288993835,0.22261396050453186,0.706286911488,0.498,-1.2516732215881348,,,34.308231353759766,,,75.50648498535156,,93.87335968017578,1.6720738410949707,,,-41.26414108276367,,-33.84959411621094,214.1719512939453,,674.9395141601562,-0.30417370796203613,,,33.94963073730469,,
GISS-E2-1-H,52.21637800851247,0.0,0.0,0.0,0.0,0.0012264365795999765,0.08923055976629257,0.178636406784,0.02493765586034913,-0.5539398789405823,,-1.6633329391479492,33.63242721557617,,34.04872512817383,66.63819885253906,,83.79399108886719,1.119322419166565,,0.7597833275794983,-43.93144226074219,,-31.60312843322754,69.79380972590356,,58.348868960592156,0.5272741317749023,,-0.5736704468727112,33.34727478027344,,33.79526138305664
E3SM-1-0,49.64490234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229429185390472,,,16.96194076538086,,,60.75884246826172,,,1.055678367614746,,,-30.95319366455078,,,52.32087707519531,,,0.7658247947692871,,,16.838260650634766,,
E3SM-2-0,50.84349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5303120613098145,,,33.6436882019043,,,57.66535568237305,,,0.999754786491394,,,-32.60498809814453,,,112.46307373046875,,,0.8092377185821533,,,33.31755828857422,,
E3SM-2-0-NARRM,51.51041796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6088247895240784,,,33.6404914855957,,,59.147029876708984,,,0.9459844827651978,,,-33.096248626708984,,,114.98977661132812,,,0.7185814380645752,,,33.33616256713867,,
NorCPM1,51.38728515625,0.000814418017398566,0.1978342980146408,0.407208984576,0.006,0.0,0.0,0.0,0.0,-0.9038321375846863,-1.7020370960235596,,33.80104064941406,34.17302322387695,,65.88700103759766,88.78728485107422,,1.0350011587142944,1.0403469800949097,,-47.3880729675293,-46.326324462890625,,102.26428985595703,82.57180786132812,,-0.4228866994380951,-1.192253828048706,,33.68961715698242,34.00135040283203,
NorESM2-MM,38.6903046875,0.49995002150535583,0.9851025938987732,2.608713170944,0.73,1.8332514762878418,2.6364452838897705,5.718878978048,1.0,-0.5885567665100098,-1.714913010597229,-1.7493609189987183,34.06195831298828,34.39379119873047,34.355804443359375,52.7838134765625,56.396968841552734,67.87413024902344,1.2305450439453125,0.8116822242736816,0.9227287769317627,-52.835533142089844,-78.26016998291016,-69.71829986572266,380.9400634765625,2453.308837890625,1470.9503173828125,0.41314607858657837,-0.7490571737289429,-0.8381416201591492,33.94855499267578,34.34539031982422,34.255008697509766
NorESM2-LM,37.82265234375,0.27677831053733826,0.9936217069625854,2.814542086144,0.36,1.6863173246383667,2.66280460357666,5.170642550784,1.0,-0.48446303606033325,-1.6545840501785278,-1.7176073789596558,34.0288200378418,34.388614654541016,34.351524353027344,50.65208435058594,51.53778076171875,64.25657653808594,1.352535605430603,0.8961306214332581,0.996391236782074,-52.18973922729492,-81.96453857421875,-68.81102752685547,351.9283142089844,2237.409423828125,1473.165771484375,0.6397851705551147,-0.6570367813110352,-0.7028671503067017,33.91123580932617,34.329044342041016,34.24867248535156
MPI-ESM-1-2-HAM,30.020017578125,0.017761921510100365,0.6540505886077881,2.138679410688,0.082,0.5962998867034912,2.22100567817688,5.378626551808,0.996,-0.7533925175666809,-1.6524838209152222,-1.5152645111083984,34.15134048461914,34.299007415771484,34.35784149169922,31.75523567199707,39.9934196472168,30.228992462158203,0.6421813368797302,0.5019868016242981,0.5122808218002319,-54.74633026123047,-85.44091033935547,-73.36392211914062,251.02032470703125,564.9885864257812,695.925048828125,1.1502833366394043,0.09162604063749313,0.38078874349594116,34.01907730102539,34.17673110961914,34.25338363647461
MPI-ESM1-2-HR,46.44651953125,0.13665662705898285,0.9618122577667236,5.69415041024,0.344,0.44148892164230347,1.2749137878417969,3.841887567872,0.998,-1.0355011224746704,-1.8331612348556519,-1.8083750009536743,34.100929260253906,34.329830169677734,34.37614440917969,51.036861419677734,70.84143829345703,72.71713256835938,0.7095334529876709,0.5281524658203125,0.5401780605316162,-46.63303756713867,-54.23488235473633,-55.76078796386719,222.58717346191406,581.0899658203125,794.1066284179688,0.279867947101593,-0.5810572504997253,-0.6556181907653809,33.920597076416016,34.14004135131836,34.183494567871094
MPI-ESM1-2-LR,38.38209765625,0.0791914090514183,1.19987952709198,5.841425006592,0.258,0.48829618096351624,1.2819925546646118,4.44688498688,0.996,-1.0957461595535278,-1.7701300382614136,-1.7294803857803345,34.08811569213867,34.24360275268555,34.323360443115234,44.548004150390625,52.79711151123047,50.498497009277344,0.678248941898346,0.5106867551803589,0.5139517188072205,-50.597015380859375,-67.41942596435547,-65.74108123779297,236.3155059814453,580.7776489257812,746.5855712890625,0.526867151260376,-0.08005502820014954,-0.03507271409034729,33.91875457763672,34.083736419677734,34.16922378540039
MIROC6,32.486615234375,0.0,0.0,0.0,0.0,1.770679235458374,2.7485761642456055,4.320859783168,1.0,1.3125883340835571,,0.27019667625427246,34.119354248046875,,34.352149963378906,15.133367538452148,,5.4287614822387695,0.6337680220603943,,0.4209651052951813,-64.1533432006836,,-116.65966796875,436.6855773925781,,1626.7890625,2.8869285583496094,,1.764220952987671,34.004905700683594,,34.29347610473633
MIROC-ES2L,31.699408203125,0.0,0.0,0.0,0.0,0.6368998885154724,1.3825268745422363,3.341367902208,1.0,1.942309021949768,,-0.1325996071100235,33.967491149902344,,34.03996276855469,14.80477237701416,,28.100784301757812,0.7220810651779175,,0.7562410831451416,,,,424.5063448956537,,1736.1310715406391,3.7822206020355225,,1.6412070989608765,33.85356903076172,,33.767303466796875
MIROC-ES2H,34.577899460565476,0.0,0.0,0.0,0.0,2.059727191925049,3.229632616043091,5.706509975552,1.0,1.0719022750854492,,-0.2231249362230301,34.150089263916016,,34.328468322753906,16.768417358398438,,22.826045989990234,0.6593588590621948,,0.5894666314125061,,,,793.5489834364034,,2731.5377399401236,2.6216182708740234,,1.2281843423843384,34.03497314453125,,34.178035736083984
